# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "10" "-F" "GTF" "-t" "exon" "-g" "gene_id" "-p" "-B" "-C" "-s" "2" "-a" "/mnt/d/GIS/yeast_metabolomics_2017/ref/downloads/sacCer3.gtf" "-o" "/mnt/d/GIS/yeast_metabolomics_2017/counts/gene_counts.txt" "/mnt/d/GIS/yeast_metabolomics_2017/alignments/AE1.sorted.bam" "/mnt/d/GIS/yeast_metabolomics_2017/alignments/AE2.sorted.bam" "/mnt/d/GIS/yeast_metabolomics_2017/alignments/AE3.sorted.bam" "/mnt/d/GIS/yeast_metabolomics_2017/alignments/RT1.sorted.bam" "/mnt/d/GIS/yeast_metabolomics_2017/alignments/RT2.sorted.bam" "/mnt/d/GIS/yeast_metabolomics_2017/alignments/RT3.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/mnt/d/GIS/yeast_metabolomics_2017/alignments/AE1.sorted.bam	/mnt/d/GIS/yeast_metabolomics_2017/alignments/AE2.sorted.bam	/mnt/d/GIS/yeast_metabolomics_2017/alignments/AE3.sorted.bam	/mnt/d/GIS/yeast_metabolomics_2017/alignments/RT1.sorted.bam	/mnt/d/GIS/yeast_metabolomics_2017/alignments/RT2.sorted.bam	/mnt/d/GIS/yeast_metabolomics_2017/alignments/RT3.sorted.bam
gene:YHR196W	VIII	491931	493658	+	1728	5628	1380	1188	5070	4870	6211
gene:YHR197W	VIII	493896	496187	+	2292	4591	1093	997	6377	5673	7134
gene:YHR198C	VIII	496315	497280	-	966	1348	1435	1113	765	899	944
gene:YHR199C	VIII	497490	498422	-	933	2638	2508	2176	2946	3265	2957
gene:YHR199C-A	VIII;VIII	498571;498787	498719;498859	-;-	222	546	505	438	638	604	598
gene:YHR200W	VIII	499079	499885	+	807	5656	5390	3302	5424	5876	5676
gene:YHR201C	VIII	499950	501143	-	1194	959	519	668	1122	1020	1265
gene:YHR202W	VIII	502388	504196	+	1809	4450	4256	4009	2191	1775	2143
gene:YHR203C	VIII;VIII	504476;505517	505247;505530	-;-	786	9343	7204	6899	22134	27401	23083
gene:YHR204W	VIII	506319	508709	+	2391	1339	1080	1252	1456	1261	1721
gene:YHR205W	VIII	509363	511837	+	2475	11546	7384	8814	13380	11659	14798
gene:YHR206W	VIII	512732	514600	+	1869	5070	2976	3345	4498	4128	5159
gene:YHR207C	VIII	514905	516485	-	1581	2934	1448	1047	1950	1951	2152
gene:YHR208W	VIII	517532	518713	+	1182	4312	2208	2863	19360	18086	21931
gene:YHR209W	VIII	519437	520312	+	876	1569	1483	601	634	891	950
gene:YHR210C	VIII	520712	521737	-	1026	759	700	1411	1176	1159	1213
gene:YHR211W	VIII	525392	528619	+	3228	448	251	256	371	317	369
gene:YHR212C	VIII	537759	538094	-	336	0	0	0	1	0	1
gene:YHR212W-A	VIII	538742	538945	+	204	0	0	0	0	0	2
gene:YHR213W	VIII	539151	539747	+	597	16	12	7	25	15	35
gene:YHR213W-A	VIII	540549	540782	+	234	1	0	0	1	2	4
gene:YHR213W-B	VIII	540800	541099	+	300	1	2	3	1	7	7
gene:YHR214W	VIII	541651	542262	+	612	172	189	205	396	395	470
gene:YHR214W-A	VIII	543008	543493	+	486	24	17	22	29	24	25
gene:YHR214C-D	VIII	550648	550941	-	294	0	0	0	0	0	0
gene:YHR214C-E	VIII	551200	551499	-	300	1	4	5	8	10	6
gene:YHR215W	VIII	552099	553502	+	1404	591	401	355	926	918	908
gene:YHR216W	VIII	554396	555967	+	1572	1720	1458	1284	2568	2969	3231
gene:YHR217C	VIII	556581	557042	-	462	1	2	0	4	1	3
gene:YHR218W	VIII;VIII	558014;558715	558615;559924	+;+	1812	55	23	73	74	48	58
gene:YHR218W-A	VIII	559932	560249	+	318	10	11	20	13	12	13
gene:YHR219W	VIII	560173	562047	+	1875	908	676	1138	819	553	725
gene:YHR219C-A	VIII	561199	561681	-	483	1	2	0	2	3	0
gene:YJL225C	X;X	466;4970	4581;6130	-;-	5277	200	248	509	304	189	246
gene:YJL225W-A	X	829	1311	+	483	1	0	0	0	0	0
gene:YJL223C	X	8776	9138	-	363	0	0	0	0	0	0
gene:YJL222W-B	X	9346	9483	+	138	0	0	0	0	0	0
gene:YJL222W-A	X	9452	9679	+	228	0	0	0	0	0	0
gene:YJL222W	X	11475	16124	+	4650	192	129	177	137	133	174
gene:YJL221C	X	16767	18536	-	1770	20	30	15	20	19	26
gene:YJL220W	X	18243	18695	+	453	0	0	0	0	0	0
gene:YJL219W	X	19497	21200	+	1704	40	37	26	25	41	38
gene:YJL218W	X	21973	22563	+	591	191	186	57	100	188	117
gene:YJL217W	X	23133	23729	+	597	912	1352	1498	1310	1808	1382
gene:YJL216C	X	24341	26086	-	1746	685	830	587	1369	1687	1687
gene:YJL215C	X	26412	26771	-	360	26	17	7	9	4	10
gene:YJL214W	X	26887	28596	+	1710	624	640	521	827	823	598
gene:YJL213W	X	32163	33158	+	996	285	228	213	428	350	416
gene:YJL212C	X	33850	36249	-	2400	19854	12416	17951	25331	21384	24447
gene:YJL211C	X	36757	37200	-	444	34	43	54	23	23	25
gene:YJL210W	X	36919	37734	+	816	923	1360	1308	2051	2616	1753
gene:YJL209W	X	38005	39969	+	1965	3596	2024	2075	1683	1564	1912
gene:YJL208C	X	40194	41183	-	990	2247	1111	573	2439	2686	2709
gene:YJL207C	X	41389	47433	-	6045	10380	5326	6332	7387	6367	8557
gene:YJL206C	X	47659	49935	-	2277	2267	1799	1898	1665	1389	1814
gene:YJL205C	X;X	50139;50412	50268;50443	-;-	162	445	803	302	513	549	412
gene:YJL204C	X	50629	53151	-	2523	1683	978	965	1102	1058	1250
gene:YJL203W	X	53341	54183	+	843	800	480	399	596	516	600
gene:YJL202C	X	53943	54290	-	348	7	6	1	8	4	5
gene:YJL201W	X	54379	56178	+	1800	3178	1905	1506	2192	2049	2411
gene:YJL200C	X	56444	58813	-	2370	6976	2197	2419	13226	13211	17758
gene:tT(AGU)J	X	59100	59172	-	73	0	0	0	0	1	0
gene:YJL199C	X	59856	60182	-	327	179	263	245	275	245	180
gene:YJL198W	X	60844	63489	+	2646	11185	6330	7350	17568	14834	16687
gene:YJL197W	X	63805	67569	+	3765	5176	3145	3437	5183	3974	5110
gene:YJL197C-A	X	65805	66086	-	282	0	3	0	0	0	0
gene:YJL196C	X	67850	68782	-	933	320	723	755	833	1038	848
gene:YJL195C	X	69241	69942	-	702	2	7	0	6	5	2
gene:YJL194W	X	69338	70879	+	1542	1396	1268	1192	1114	1337	1476
gene:YJL193W	X	71366	72574	+	1209	825	664	389	841	816	993
gene:YJL192C	X	72710	73414	-	705	2167	2330	1343	2335	2483	2601
gene:YJL191W	X;X	73787;74205	73796;74611	+;+	417	2022	2313	1949	4314	5684	3798
gene:YJL190C	X	74910	75302	-	393	3470	2644	1541	9867	13484	10159
gene:YJL189W	X;X	75933;76325	75938;76474	+;+	156	3969	3018	1045	6579	10711	5512
gene:YJL188C	X	76202	76510	-	309	13	10	5	2	11	6
gene:YJL187C	X	76803	79262	-	2460	3793	1994	1714	2350	2378	2710
gene:YJL186W	X	80155	81915	+	1761	8176	6206	4450	8506	9234	9257
gene:YJL185C	X	82095	82976	-	882	1476	2562	2411	1075	1093	1127
gene:YJL184W	X	83448	83819	+	372	390	373	107	396	356	369
gene:YJL183W	X	84068	85336	+	1269	3241	2824	2180	4118	4421	4359
gene:YJL182C	X	85435	85752	-	318	0	1	0	2	2	0
gene:YJL181W	X	85660	87495	+	1836	1206	1172	646	643	823	876
gene:YJL180C	X	87583	88560	-	978	1321	1403	781	754	920	1105
gene:YJL179W	X	88787	89116	+	330	1025	775	175	732	996	883
gene:YJL178C	X	89282	90097	-	816	3205	2714	2154	1750	1570	1841
gene:YJL177W	X;X	90786;91412	91094;91657	+;+	555	6302	3593	2096	8021	11605	9255
gene:YJL176C	X	92053	94530	-	2478	7096	4117	3602	3488	3357	4689
gene:YJL175W	X	94049	94561	+	513	2	3	2	3	4	3
gene:YJL174W	X	95092	95922	+	831	6499	5532	3267	8347	8424	8654
gene:YJL173C	X	96161	96529	-	369	949	1787	763	330	653	464
gene:YJL172W	X	97737	99467	+	1731	10561	10464	9014	9487	8304	9948
gene:YJL171C	X	99704	100894	-	1191	1593	1425	1649	7998	7772	7644
gene:YJL170C	X	101150	101779	-	630	44	72	59	36	29	28
gene:YJL169W	X	102099	102467	+	369	0	4	2	1	0	0
gene:YJL168C	X	102227	104428	-	2202	3437	1516	1346	2588	2490	3298
gene:YJL167W	X	105014	106072	+	1059	9564	7291	4269	5555	6703	7308
gene:YJL166W	X	106434	106718	+	285	3337	5801	2470	3842	5376	3944
gene:YJL165C	X	106894	109461	-	2568	7276	4829	3614	4708	4422	4942
gene:YJL164C	X	109966	111159	-	1194	6987	7972	7018	2379	2117	3106
gene:YJL163C	X	111666	113333	-	1668	5225	7452	7449	3445	2813	3972
gene:YJL162C	X	113878	115629	-	1752	2017	943	581	989	909	998
gene:tE(UUC)J	X	115939	116010	-	72	2	5	2	3	4	1
gene:YJL161W	X	117245	117787	+	543	661	1134	400	368	488	458
gene:YJL160C	X	117962	118825	-	864	34207	30173	12013	15726	11261	5627
gene:YJL159W	X	120449	121690	+	1242	20600	18371	20294	48292	52509	47532
gene:YJL158C	X	122265	122948	-	684	2162	1800	1586	6032	7560	6517
gene:YJL157C	X	123836	126328	-	2493	925	567	321	252	184	172
gene:YJL156W-A	X	126604	126825	+	222	3	0	1	3	2	0
gene:YJL156C	X	126853	128952	-	2100	5145	2813	2502	4075	3421	4114
gene:YJL155C	X	129285	130643	-	1359	6595	5265	3779	2430	2330	2628
gene:YJL154C	X	131101	133935	-	2835	8132	6372	5955	6182	5999	7437
gene:YJL153C	X	134332	135933	-	1602	15582	13912	11956	25452	28595	32913
gene:YJL152W	X	136174	136533	+	360	11	18	18	16	33	9
gene:YJL151C	X	136372	136773	-	402	5030	8519	7825	5797	8142	4392
gene:YJL150W	X	137123	137425	+	303	14	14	9	11	9	1
gene:YJL149W	X	137379	139370	+	1992	6761	4800	3563	3195	2881	3279
gene:snR128	X	139566	139691	-	126	1178	628	2332	1278	1380	831
gene:snR190	X	139761	139950	-	190	6362	3178	12889	6040	7354	5797
gene:YJL148W	X	140437	141138	+	702	2514	765	567	2469	2265	2745
gene:YJL147C	X	141419	142567	-	1149	1285	982	535	691	649	829
gene:YJL146W	X	143292	144701	+	1410	3605	3139	2285	2268	2043	2308
gene:YJL145W	X	145160	146044	+	885	2221	1104	927	1641	1679	1786
gene:YJL144W	X	146359	146673	+	315	1403	1746	748	668	661	593
gene:YJL143W	X	147101	147577	+	477	296	335	232	698	595	534
gene:YJL142C	X	147819	148211	-	393	40	42	25	15	19	21
gene:YJL141C	X	147967	150390	-	2424	10509	10454	11477	6351	5984	7007
gene:YJL140W	X	150961	151626	+	666	3101	1665	840	1735	1838	1942
gene:YJL139C	X	151713	152999	-	1287	2289	1656	1630	2112	1688	2162
gene:YJL138C	X	153504	154691	-	1188	20864	13300	11860	25591	26848	27089
gene:YJL137C	X	154985	156127	-	1143	6503	7686	5525	2627	2640	2570
gene:YJL136W-A	X	156169	156252	+	84	2	3	9	0	0	1
gene:YJL136C	X;X	156550;157250	156789;157273	-;-	264	2672	2195	800	3540	7644	3703
gene:YJL135W	X	157877	158194	+	318	24	16	9	28	29	16
gene:YJL134W	X	158188	159417	+	1230	560	500	457	988	1049	1038
gene:YJL133C-A	X	159623	159847	-	225	173	104	276	1206	1258	841
gene:YJL133W	X	160619	161563	+	945	942	936	726	1138	1155	1349
gene:YJL132W	X	161914	164166	+	2253	3210	3002	2817	1381	1376	1557
gene:YJL131C	X	164278	165348	-	1071	822	716	450	285	310	389
gene:YJL130C	X	165723	172367	-	6645	68581	25410	42497	116251	93293	126751
gene:YJL129C	X	173599	177306	-	3708	10934	5206	5843	7744	6628	8657
gene:YJL128C	X	178097	180103	-	2007	4059	2711	2326	2853	2368	3136
gene:YJL127W-A	X	180194	180310	+	117	2	3	0	3	3	0
gene:YJL127C-B	X	181551	181709	-	159	936	953	603	1089	1076	974
gene:YJL127C	X	182298	184220	-	1923	3710	1956	1970	2682	2173	2649
gene:YJL126W	X	184501	185424	+	924	428	487	216	299	419	410
gene:YJL125C	X	185528	186679	-	1152	1435	486	353	1586	1414	1835
gene:YJL124C	X	187126	187644	-	519	2441	1579	900	1625	1734	1898
gene:YJL123C	X	188004	189440	-	1437	3127	2044	1492	1444	1157	1463
gene:YJL122W	X	189716	190243	+	528	5211	1509	688	5085	5679	6129
gene:YJL121C	X	190374	191090	-	717	1127	1937	1809	2210	2456	2120
gene:YJL120W	X	191022	191345	+	324	3	10	11	2	11	2
gene:YJL119C	X	191572	191895	-	324	42	26	17	72	80	51
gene:YJL118W	X	191639	192298	+	660	142	184	121	270	305	283
gene:YJL117W	X	192531	193466	+	936	3177	3006	1954	2593	2534	3092
gene:YJL116C	X	193860	194873	-	1014	61956	59696	50113	69072	55568	62144
gene:YJL115W	X	196287	197126	+	840	361	280	242	214	201	173
gene:tA(AGC)J	X	197313	197385	-	73	0	0	1	0	2	1
gene:tD(GUC)J1	X	204735	204806	+	72	2	7	6	3	0	1
gene:YJL112W	X	205305	207449	+	2145	3586	2471	1948	1825	1787	2373
gene:YJL111W	X	207877	209529	+	1653	4861	2518	2827	4787	4078	5146
gene:YJL110C	X	209922	211577	-	1656	5750	2461	2265	5319	4972	5799
gene:YJL109C	X	212000	217309	-	5310	24177	5762	7870	35555	32166	41066
gene:YJL108C	X	217705	218856	-	1152	1578	1135	1144	1782	1794	1968
gene:YJL107C	X	218853	220016	-	1164	2284	1261	1278	2270	1981	2316
gene:YJL106W	X	221390	223327	+	1938	36673	25531	14246	6230	5322	4364
gene:YJL105W	X	225055	226737	+	1683	866	426	290	223	190	306
gene:YJL104W	X	227327	227776	+	450	1734	884	333	1267	1301	1338
gene:snR37	X	228094	228479	-	386	12865	13695	44613	22968	32565	20186
gene:YJL103C	X	229025	230881	-	1857	4192	3642	3252	2249	2048	2453
gene:YJL102W	X	231301	233760	+	2460	1775	1405	1651	1053	973	1126
gene:tR(ACG)J	X	233939	234011	+	73	2	6	2	9	5	4
gene:YJL101C	X	234320	236356	-	2037	18139	12155	12010	18649	16551	20076
gene:YJL100W	X	237263	239086	+	1824	2334	1899	1927	2595	2614	2924
gene:YJL099W	X	239414	241654	+	2241	3122	2032	1287	1409	1212	1641
gene:YJL098W	X	242082	245258	+	3177	6212	2432	2719	6113	5596	7442
gene:YJL097W	X	245591	246244	+	654	1570	2095	1630	1447	1824	1412
gene:YJL096W	X	246490	246975	+	486	743	636	230	630	724	684
gene:YJL095W	X	247255	251691	+	4437	5985	3540	3605	2806	2699	3425
gene:YJL094C	X	251821	254442	-	2622	7693	7303	7324	6301	5287	6472
gene:YJL093C	X	254737	256812	-	2076	2094	2202	2326	2424	2066	2359
gene:YJL092W	X	257423	260947	+	3525	7830	4543	3788	3703	3207	4333
gene:YJL091C	X	261080	262552	-	1473	883	1150	1000	802	797	797
gene:YJL090C	X	262757	265051	-	2295	4145	2824	2109	2651	2367	2986
gene:YJL089W	X	265926	268415	+	2490	24433	23607	19479	13849	12192	12674
gene:YJL088W	X	268799	269815	+	1017	3971	3100	2257	14597	15994	12920
gene:YJL087C	X	270002	272485	-	2484	2407	973	1053	2197	1955	2644
gene:YJL086C	X	272478	272846	-	369	5	5	2	16	7	13
gene:YJL085W	X	272827	274698	+	1872	3896	2115	1107	1455	1564	1912
gene:YJL084C	X	274862	278002	-	3141	14620	10894	11213	7881	6679	8550
gene:YJL083W	X	278841	280655	+	1815	2414	2518	2990	1719	1475	2075
gene:YJL082W	X	281185	283380	+	2196	5166	4245	4702	3579	3026	4142
gene:YJL081C	X	283802	285271	-	1470	6242	3507	2223	3033	3093	3605
gene:YJL080C	X	285558	289226	-	3669	13237	5327	7430	16075	14324	19012
gene:YJL079C	X	289875	290774	-	900	4745	6729	8594	10350	11315	15129
gene:YJL078C	X	291336	293981	-	2646	922	896	2018	888	825	943
gene:YJL077W-B	X	294047	294145	+	99	80	78	112	161	145	145
gene:YJL077C	X	294666	295061	-	396	30	13	19	16	26	18
gene:YJL077W-A	X	294799	294885	+	87	147	124	118	193	150	199
gene:YJL076W	X	295245	298814	+	3570	11820	5612	5747	10360	9930	12182
gene:YJL075C	X	298460	298876	-	417	1	11	1	3	5	4
gene:YJL074C	X	299157	302849	-	3693	12569	6510	4746	2649	2407	3003
gene:YJL073W	X	303181	305118	+	1938	1617	939	771	742	791	883
gene:YJL072C	X	305221	305862	-	642	1140	1266	824	1380	1323	1298
gene:YJL071W	X	306132	307856	+	1725	2865	2177	1578	2252	2257	2572
gene:YJL070C	X	307971	310637	-	2667	3693	3306	3264	2141	1906	2463
gene:YJL069C	X	310922	312706	-	1785	2796	946	1141	3619	3712	4228
gene:YJL068C	X	313016	313915	-	900	4608	6357	4133	2557	2835	2482
gene:YJL067W	X	314084	314434	+	351	4	3	5	0	7	1
gene:YJL066C	X	314114	314872	-	759	3649	4392	2627	1729	1615	1828
gene:YJL065C	X	315054	315557	-	504	1022	952	589	1509	1533	1465
gene:YJL064W	X	315175	315570	+	396	0	0	1	9	0	7
gene:YJL063C	X	315759	316475	-	717	722	682	606	948	971	957
gene:YJL062W-A	X	316723	316980	+	258	510	805	466	695	836	579
gene:YJL062W	X	317284	319776	+	2493	2000	1759	1789	2226	1775	2212
gene:YJL061W	X	320016	322157	+	2142	5928	2600	2428	4263	3949	4978
gene:YJL060W	X	323386	324720	+	1335	8611	5799	4186	9116	10026	10533
gene:YJL059W	X	324964	326190	+	1227	481	625	658	468	591	460
gene:YJL058C	X	326242	327873	-	1632	653	528	332	601	485	638
gene:YJL057C	X	328118	330121	-	2004	9525	8201	6241	3732	3306	3627
gene:YJL056C	X	330431	333073	-	2643	1682	1194	1247	1006	958	1321
gene:YJL055W	X	333357	334094	+	738	4932	4420	2114	2296	2475	2701
gene:YJL054W	X	334265	335701	+	1437	4095	2548	1900	3412	3204	3888
gene:YJL053W	X	335898	337037	+	1140	2283	2053	1075	1433	1508	1759
gene:YJL052C-A	X	337884	338003	-	120	2	0	0	0	0	0
gene:YJL052W	X	338271	339269	+	999	60247	111300	119195	37607	42550	36481
gene:YJL051W	X	339787	342255	+	2469	3090	1952	1431	1049	979	1259
gene:YJL050W	X	342522	345743	+	3222	8338	2395	2664	10765	9657	12116
gene:YJL049W	X	345973	347325	+	1353	1492	879	474	597	508	659
gene:YJL048C	X	347447	348637	-	1191	8276	11177	8577	6292	5526	7175
gene:YJL047C-A	X	349044	349178	-	135	2	11	5	12	9	9
gene:snR60	X	349130	349233	-	104	3	3	4	11	3	4
gene:YJL047C	X	349580	352108	-	2529	4573	2892	2828	2491	2144	2613
gene:YJL046W	X	352386	353615	+	1230	1741	1082	863	1227	1078	1258
gene:tY(GUA)J1	X;X	354244;354297	354282;354332	+;+	75	0	0	0	0	0	1
gene:tR(UCU)J1	X	355374	355445	+	72	0	0	1	0	0	0
gene:tD(GUC)J2	X	355456	355527	+	72	1	1	2	0	3	2
gene:YJL045W	X	356024	357928	+	1905	10967	12670	12490	6029	6102	6934
gene:YJL044C	X	358300	359676	-	1377	3870	2777	2426	3400	2783	3588
gene:YJL043W	X	360130	360903	+	774	1175	1108	739	746	544	337
gene:YJL042W	X	361249	365445	+	4197	10690	8437	11639	8092	6362	8644
gene:YJL041W	X	365903	368373	+	2471	7942	4375	4261	5466	5559	6919
gene:YJL039C	X	368748	373799	-	5052	13875	6911	8116	13285	11503	14611
gene:tD(GUC)J3	X	374424	374495	-	72	0	0	0	0	0	0
gene:tR(UCU)J2	X	374506	374577	-	72	0	1	0	0	0	0
gene:YJL038C	X	375115	375774	-	660	3400	1896	610	722	560	374
gene:YJL037W	X	376662	377336	+	675	3446	2379	1028	1335	955	601
gene:tV(AAC)J	X	378360	378433	+	74	0	0	1	0	0	0
gene:YJL036W	X	378825	380096	+	1272	6654	4626	2605	2351	2335	2815
gene:YJL035C	X	380249	381001	-	753	400	330	163	500	655	608
gene:YJL034W	X	381327	383375	+	2049	37577	29863	23423	17478	16861	17371
gene:YJL033W	X	383837	386149	+	2313	9507	2418	2109	10490	10400	12713
gene:YJL032W	X	386348	386662	+	315	3	9	2	5	3	7
gene:YJL031C	X;X	386368;387436	387348;387438	-;-	984	2824	1933	937	1287	1241	1577
gene:YJL030W	X	387657	388247	+	591	1029	748	300	794	689	757
gene:YJL029C	X	388385	390853	-	2469	4908	3728	2942	2992	2672	3686
gene:tM(CAU)J1	X	391043	391115	-	73	1	4	5	4	0	2
gene:YJL028W	X	391311	391646	+	336	1	4	0	2	4	8
gene:YJL027C	X	391833	392249	-	417	2	6	2	10	6	2
gene:YJL026W	X	392404	393603	+	1200	37354	39722	43057	30152	32840	32464
gene:YJL026C-A	X	393066	393287	-	222	1	4	1	0	2	2
gene:YJL025W	X	393967	395511	+	1545	1710	958	947	1601	1530	1799
gene:YJL024C	X;X	395931;396571	396493;396592	-;-	585	1305	1086	619	1296	1230	1242
gene:tG(GCC)J1	X	396726	396796	-	71	0	0	2	2	0	0
gene:YJL023C	X	397355	398398	-	1044	1711	991	626	1035	1138	1090
gene:YJL022W	X	398109	398417	+	309	26	63	22	37	35	26
gene:YJL020C	X	398937	402410	-	3474	10978	8649	9629	4772	4183	5468
gene:YJL020W-A	X	400981	401238	+	258	7	4	8	2	4	5
gene:YJL019W	X	402897	404945	+	2049	2858	2112	2225	2102	1910	2033
gene:YJL016W	X	405588	407273	+	1686	13455	11835	10038	7371	6424	8348
gene:YJL015C	X	407142	407426	-	285	0	3	3	5	2	1
gene:YJL014W	X	407558	409162	+	1605	10715	5371	4232	9203	8309	9897
gene:YJL013C	X	409493	411040	-	1548	3696	1968	1087	1338	1383	1623
gene:YJL012C	X	411234	413399	-	2166	7782	4171	4973	8553	8978	10490
gene:YJL011C	X	414285	414770	-	486	663	330	161	587	652	716
gene:tK(CUU)J	X	414966	415038	+	73	0	0	0	0	1	1
gene:tW(CCA)J	X;X	415931;416001	415966;416036	-;-	72	0	1	0	0	3	1
gene:YJL010C	X	417562	419562	-	2001	4548	1306	1112	5382	5269	6375
gene:YJL009W	X	419855	420181	+	327	0	0	2	5	2	0
gene:YJL008C	X	419957	421663	-	1707	9016	5248	4748	7277	7232	8947
gene:YJL007C	X	422698	423012	-	315	3	1	0	0	1	0
gene:tM(CAU)J2	X	422937	423009	+	73	4	3	0	0	4	2
gene:YJL006C	X	423138	424109	-	972	1504	903	578	984	1031	1137
gene:tL(UAA)J	X	424432	424515	-	84	3	2	4	0	1	1
gene:YJL005W	X	425157	431237	+	6081	25755	18544	24929	11484	9940	12943
gene:YJL004C	X	431589	432200	-	612	1355	1833	997	1355	1511	1336
gene:YJL003W	X	432644	433000	+	357	1373	1526	570	608	728	655
gene:YJL002C	X	433221	434651	-	1431	8813	8282	5688	6124	6346	7576
gene:YJL001W	X;X	435163;435344	435227;435926	+;+	648	6539	8394	4823	3999	4320	4374
gene:YJR001W	X	436802	438610	+	1809	712	897	1376	1548	1507	1817
gene:YJR002W	X	438865	440646	+	1782	5334	1850	1762	6211	5704	6564
gene:YJR003C	X	440994	442553	-	1560	2717	1281	703	2261	2234	2591
gene:YJR004C	X	442909	444861	-	1953	1243	1136	1197	864	704	928
gene:YJR005W	X	445923	448025	+	2103	6258	4218	3307	4233	3972	4900
gene:YJR005C-A	X	448477	448758	-	282	220	252	123	60	68	108
gene:YJR006W	X	449202	450665	+	1464	3431	3521	2041	2525	2899	3095
gene:YJR007W	X	451020	451934	+	915	9477	4476	3206	8943	9291	11430
gene:YJR008W	X	452430	453446	+	1017	9069	10141	6507	4264	4970	4384
gene:YJR009C	X	453683	454681	-	999	67613	129569	166641	84025	91813	100601
gene:YJR010W	X	456239	457774	+	1536	53130	23636	22474	44346	43794	44465
gene:YJR010C-A	X	458077	458361	-	285	490	1059	487	579	707	501
gene:YJR011C	X	458641	459426	-	786	805	637	319	489	528	546
gene:YJR012C	X	459795	460418	-	624	475	485	227	396	374	356
gene:YJR013W	X	460382	461593	+	1212	2027	1421	960	1500	1264	1475
gene:YJR014W	X	461829	462425	+	597	3786	2241	1863	4151	4312	4120
gene:YJR015W	X	462721	464253	+	1533	1564	1330	901	2330	1980	2153
gene:YJR016C	X	464451	466208	-	1758	11835	7940	11034	41980	42200	44963
gene:YJR017C	X	466521	467033	-	513	1523	1491	1224	2088	2572	2204
gene:YJR018W	X	466786	467148	+	363	0	2	9	8	9	4
gene:YJR019C	X	467232	468281	-	1050	2986	4545	4778	2260	2081	2390
gene:YJR020W	X	468001	468333	+	333	4	7	5	6	3	14
gene:YJR021C	X;X	468555;469264	469183;469579	-;-	945	2560	1971	1734	1605	1379	1455
gene:YJR022W	X	469784	470113	+	330	329	333	29	66	163	116
gene:YJR023C	X	469804	470205	-	402	2	0	0	2	1	3
gene:YJR024C	X	470230	470964	-	735	1043	1351	1015	2082	2180	1671
gene:YJR025C	X	471138	471671	-	534	1522	2035	1226	1068	1086	1001
gene:YJR030C	X	483959	486196	-	2238	1768	1313	1331	988	1047	1280
gene:YJR031C	X	486586	490812	-	4227	5112	2645	2715	3330	2955	3635
gene:YJR032W	X	491081	492262	+	1182	2013	1018	582	1448	1632	1710
gene:YJR033C	X	492378	496451	-	4074	5850	4963	5434	3509	3033	4059
gene:YJR034W	X	496683	497009	+	327	427	606	206	372	437	314
gene:YJR035W	X	497355	500612	+	3258	4394	2796	2924	1859	1574	2048
gene:YJR036C	X	500713	503391	-	2679	9326	6264	5169	2921	1768	1682
gene:YJR037W	X	503102	503485	+	384	2	1	2	0	0	3
gene:YJR038C	X	503710	504072	-	363	7	6	2	5	1	9
gene:YJR039W	X	503936	507301	+	3366	4462	3956	4102	2538	2193	2310
gene:YJR040W	X	507746	510085	+	2340	1561	1385	1358	1332	1189	1629
gene:YJR041C	X	510239	513763	-	3525	7993	2513	2672	7494	6738	8828
gene:YJR042W	X	514055	516289	+	2235	3798	1617	1603	3752	3152	3789
gene:YJR043C	X	516461	517513	-	1053	1206	613	350	529	506	695
gene:tM(CAU)J3	X	517813	517884	-	72	0	0	0	1	0	0
gene:YJR044C	X	518763	519185	-	423	1491	3786	2626	1403	1710	1554
gene:YJR045C	X	519638	521602	-	1965	13690	11716	13958	14377	14090	17269
gene:YJR046W	X	522048	523862	+	1815	1813	1429	1133	2114	2293	2637
gene:tS(AGA)J	X	524012	524093	-	82	1	7	3	6	13	2
gene:YJR047C	X	524908	525381	-	474	361	408	363	791	1211	856
gene:YJR048W	X	526335	526664	+	330	887	1060	822	4161	7358	4673
gene:YJR049C	X	526884	528476	-	1593	3840	2583	2052	2325	2419	2627
gene:YJR050W	X	528697	529404	+	708	2208	1442	658	1220	1389	1427
gene:YJR051W	X	529861	531366	+	1506	3623	2239	2114	2258	1933	2565
gene:tG(GCC)J2	X	531828	531898	+	71	1	0	0	3	2	0
gene:YJR052W	X	532062	533759	+	1698	4002	2254	1847	2203	2120	2283
gene:YJR053W	X	534027	535751	+	1725	1736	940	866	844	726	1069
gene:YJR054W	X	536056	537549	+	1494	1738	875	766	1167	1108	1446
gene:tR(CCU)J	X	538555	538626	+	72	1	3	0	0	2	0
gene:YJR055W	X	538772	539266	+	495	567	362	215	396	284	321
gene:tD(GUC)J4	X	541508	541579	+	72	0	0	0	0	0	0
gene:YJR056C	X	541792	542502	-	711	2241	1545	674	1616	1570	1758
gene:tY(GUA)J2	X;X	542956;543006	542991;543044	-;-	75	0	0	0	0	0	0
gene:YJR057W	X	544062	544712	+	651	1323	1161	620	786	799	787
gene:YJR058C	X	544732	545175	-	444	413	625	247	512	430	368
gene:YJR059W	X	545787	548243	+	2457	4925	4460	4085	2744	2644	3133
